5d0b7190-59b7-4322-86cb-0f7a809bfe8c,rWthDml@uwaterloo.ca,3,bSUPqvguRDVfXbQxKbgAvAeNLnEiZVZXGxlTQwYaRWmFpmUKtjjHpZWJOUfMaWOSlWlyXXCwqZgXZZpdwkiAreUyygkbQGtDEpCGAZYSLCdNkSnShOYkcgaglijDzQdVEFCyuzfInDZfNUddmLuHHY,2018-02-09 00:07:32
8ea020df-88e8-4f0a-b357-c405a8ac9da6,z@uwaterloo.ca,3,YPMxJaRUlWmoOavXSbxMcXyHBJGJwZihArDSbagoNadbXybKwidviuuJnvwhOXnXPrEEnczNGNkNpEYwPaotzEWKdUPEalBVxgaFnGkWygXaDuXzFekWVMZVITDRZhVqeddEcuHUezTKlAlPqqtsJE,2050-10-30 07:47:06
853bfee9-5616-429d-b659-33569a62fa83,FBXXtHVD@uwaterloo.ca,2,tklGJnUNYAgOHkqijQTQngAdjwtWjVmpSCCDxHXBdOEDjwLrbrITJLWWVyopFTVfnmPChnJALxsrAhBWOeVHAZvoFPxatjNybGQQPopenBgzlImnjdOiWYJXDsAhwmvNbnyzaxJinLgOjzWaoxqlBV,2039-12-18 12:52:25
4218f01f-a7a0-47b5-b17b-5c3b4ff03958,OYFWxVM@uwaterloo.ca,5,HdkKzdYACXdhJZhHJgjvZFUhWoXsnxHpaOYFRwErPhJcioGekbJAWaDftrhDeKApJQTaTtuQZzKmPiedJLkifArcjZpZLxVwLIKJbkvHTkEYpXVwNImkqzaDUYZWJKHHbDCoWSbFJIgEbCQcpTJEvv,2063-11-26 10:28:21
93b8a468-1165-4cb2-92fd-a222eed38c7e,MUuS@uwaterloo.ca,2,NKjbhKSicZgTQEBJErpOZJTREKfwGCrJYQGEeaIXGIyYtjsaFSCodrOdHXZVZWwrUiEhoCQyPlnBBQriMIiyanIlLTCEtQDUNEpRZJwoshJoQwzxpmITzBMEaIDJIATBAUxbXdfMqTgAkCSYKMUeek,2066-09-22 21:28:59
9dc10a70-37f9-40d4-a66e-e91422e5b7f1,UAqusRyeHjY@uwaterloo.ca,1,oRdYHchCGGThzdOHomWzAVuEObsKymirACihJbQqIZfmTqJiidvbByQzSbHZtKOMawUzBbUmCWAZpPfPOFJCAKZgClFjwxswRkZFmHYibjXedUWLncijvCPnskIPUPmujHSFQnMpQbTZtcoBLGqqeC,2036-04-25 15:04:09
45c8cdfa-9003-4a26-8b55-ec0f50cfa0cd,ZMWwOzywzjT@uwaterloo.ca,3,efJRrlkgTzQiCqMWsAkGmBXEZklFZqeXAFzrIWjwcdBDpYIqyAGqcSLiKoCaarLRjLJpVVmlHfORgJuYFshunCVHrythKwAmCASsqDUzXNOJXsIamQMQlJigvNqMUGnsnziXrdFrmcQIVUnHKoYHjI,2057-04-07 00:27:14
27d116b2-5aef-4431-81c3-ed558d7e39cb,DHMpGQjHz@uwaterloo.ca,5,gsYlWtLAzOToHvBpLbyjxpCifMYVKDqWvbEhDjcdWbjqIXfYvIaxFlyfXymxaKZThCmjIyqgbVYVJxuLcHleCDRWgTgVWMxvYgUGzhGmzQJpRiBjUiavoGnoCdgYViTaBQcUJTjwZnyurRnhJASirg,2017-05-30 00:01:25
4b78ee7a-6f07-49c4-a4c5-4b69c3f16914,j@uwaterloo.ca,0,NJofZYywZiQXrlFBREUvhTeKjbCgqbmGWRAbvzJoRNaHOKKqsLVTdGBMwkIuVVtLVwQurgwsTUvXqIJoymkdQWiHtoySCOtkkGsNmUCetXxCGUlgsItqRGalIBuJQyRHETRcdsSTxgoSprWFHliUXk,2020-11-12 13:47:14
9e5a0414-1587-462d-8cdb-85f99220ab32,i@uwaterloo.ca,3,rkxGPZpJFpcpZcwzAsRrJCmrJunLAxLomxUIxgoJgfPHRAlDLLZheJWxiJuLLtjTOBarUJxvLvSDWTdJCfaCVAWUevDNAJRAmtChuTDIhlBuSoNgMTdtWizhTscZLLYLGlMOazSSLACJgaysFOqChJ,2052-05-22 03:27:03
6250faa2-aebe-48c0-bf27-89cc17aba5ee,MUuS@uwaterloo.ca,3,eGuDdNTakIBsxdSaOHBBcgJWeZHBcTYfWJCMomlaAkeCJdnKvVnlhJXtvymXtiavSoylHwhQUUcEoTKgEuGYEspshJErWHsMreEStTRJUKUrEJYCYpmhzbjSCOnRDxGXylWdAfSxCQykztaEyLmURY,2013-03-04 14:43:04
e2b594fc-a25c-48ee-a821-0fc812a4ed61,GYJW@uwaterloo.ca,3,hQYmMvWLlycVAxnczevGcMhhreFzumznWSEDdKCRcOBoGdnNLdfSnFlsGynzybYVAdNGBxLoTqSqVHzIVOkVXbTZcMsYIdLRPgogUPggtSspHwvCSMvpPxnTSYwBtawDKoienDPqSRmzqZCKzvVDeG,2058-01-23 00:36:50
c598ff76-4d5e-48bc-84f2-7cc112c4f20f,UYtmL@uwaterloo.ca,2,JZShhAbHGRAafKdvoShTUTcmGQQpVyegNneEBNHQSMGPLEVkuPMBsjkHquzDEesJRRvPvCeOYqVdRpBmLrYJGVCNTMHxEQRoTAqJbkvvdIIsikeaWqznxGtgWVUFlIDnVCmgtNyOMLUmBHbdiQapep,1985-10-03 16:58:58
b4849dac-097e-4a15-83db-d2442cfa15da,DxXARcsngw@uwaterloo.ca,4,qpTzUkUoNNaKoPpMIRViFfMQOiZExHmeekrCozEyHyvziNlTzTkUVmOPbGEXjUJJdleLHJcfFWeXUCcOtsDpJThykKzdwDIbJjMmcrrqEfYdfopXEgQyOBjfCwzJgUtbIPwpIDnjjfBsQYFovjcpNV,2075-05-15 23:09:16
44953af0-3981-429a-ad19-68f925134816,N@uwaterloo.ca,1,XtiIWjYYHFGiOiDJrLgMmTSdQkzrsNDgBKjIScEdtuQSbCAGlnyowHETwrEGbukZFlkKAhSwOtpzWGfnUMHcSYlrvFTJostrchmrDssHxFKMDIotDjCSmKKqMPNzpHxEewLvSiyAKilmggFSJlUmKe,1980-04-04 20:29:38
1cab2ceb-d104-4309-9a7c-9b5e44ea71c5,GYJW@uwaterloo.ca,4,CRLRVPZDFlKkwcvGHzsQYrxQIbXnHinwCMvhaBdzMUIRCLUYFFRxPDRzCSAFrxJoLokywhmaivZbVoIjzSDdzDoCoudiDnJxHbHhFCNPTJgYzXtatnGwWAKgcJDINmOQycJhFMKOKJgExMchXapIgX,2012-10-20 23:18:52
66e736cb-9a8c-448f-bbf3-7eb920d11302,DoNFDJj@uwaterloo.ca,1,xNZPIpfDRBoOGyUTdQARTIOARuRJulSuYxzZwZADQfVmIvXXPVLcPXjUJAbtExclEmdwSSCzjsLQdBBdHzgqCuZICdvSNNUpqFcJFMbfLCyRKmCDSXouUZZawGoPkVMnXYdjmaCHvzxNjDWloGcfJY,2055-02-17 22:36:15
cb7a7b3a-9ed5-4d36-8bbf-5c22d30a8e10,i@uwaterloo.ca,4,CZxpCEJYGGnsvHpvRmGnzeMKgKtSfQaLKgpcuADgGPTdstKzpqYhcdThBjdVMcbUqDRbOMLlaLQsTKnVgtTTFAcuOMHfgJKCYEArKaHzOctMdZvPXnxOIRmKlixLDtCbwgIqfslAqCpgUBziLrTqjV,2005-11-21 09:28:56
d57c0c25-c7e9-4170-8155-c10e744ff86a,z@uwaterloo.ca,5,vTWubzsBPqgJfdRQiiaurIMcDHIjSTZSLjBJHHZgMGSicqrLBbNsvQVinpSSIhPrOMwwpEcyBxeHbGmvaUPEmbpdbamSYZyERBopdvyKhoIzWuIQXHRVPBgKvFMHnxJVHCTTLWxOKMYRNHpXyxYMJy,2041-10-25 22:04:13
aefaccec-74d1-4074-b288-ddbd0fe49a73,wbSmiumgifG@uwaterloo.ca,4,mQbtGgLCWqRrjdJMWEBjeefBHNmgjLKNoTBnngrkUhkiPEUQGGFjdpHZErSzJuWaPGhFKMyZoHZTucnrOCYljmQmDmekMMrqnqkWxnzjmJgOpKEawAuydHSqaVXWaOwQZKnWHPVQPiaGLOhRRFzoVd,1981-10-12 15:16:54
bf37a00a-6db8-4db5-b32b-4ccec6fe6578,F@uwaterloo.ca,0,gwesrKZNsozcqPXebZRLFGGNJwVYlBZMEQJHEHiAnToJhLjQnCDnFgukYrnIYgICvsaiByWYNNivmwHbBRYldCefRWEZtBOWgWBUrXrqSVCoYTyBSjIGcpNdoWuqYZGOOwCwYspxzAzwkUgozdMmKt,1975-09-15 00:12:49
